Date,Price,Open,High,Low,Vol.,Change %,Price_lag1,Price_lag2,MA7,MA30,Price_change_1d,Volatility,RSI14,Daily_Return_pct,Rolling_volatility_7d
2012-06-04,5.3,5.2,5.3,5.2,51240.0,1.15,5.2,5.3,5.228571428571429,5.096666666666666,0.09999999999999964,0.09999999999999964,62.49999999999998,1.9230769230769162,0.07559289460184643
2012-06-05,5.4,5.3,5.5,5.2,83930.0,3.23,5.3,5.2,5.257142857142857,5.1066666666666665,0.10000000000000053,0.2999999999999998,66.66666666666666,1.8867924528301883,0.09759000729485447
2012-06-06,5.5,5.4,5.5,5.4,40680.0,0.0,5.4,5.3,5.314285714285715,5.12,0.09999999999999964,0.09999999999999964,69.99999999999999,1.8518518518518379,0.1069044967649713
2012-06-07,5.6,5.5,5.6,5.4,48070.0,2.38,5.5,5.4,5.371428571428571,5.136666666666667,0.09999999999999964,0.1999999999999993,72.72727272727269,1.8181818181818077,0.1380131118684725
2012-06-08,5.6,5.6,5.7,5.6,53840.0,0.0,5.6,5.5,5.414285714285714,5.156666666666666,0.0,0.10000000000000053,69.99999999999996,0.0,0.1573591584938904
2012-06-09,5.6,5.6,5.7,5.5,37120.0,-1.24,5.6,5.6,5.457142857142857,5.183333333333334,0.0,0.20000000000000018,77.77777777777777,0.0,0.1618347187425395
2012-06-10,5.5,5.6,5.6,5.4,24400.0,-1.62,5.6,5.6,5.5,5.2,-0.09999999999999964,0.1999999999999993,70.00000000000001,-1.7857142857142794,0.11547005383792883
2012-06-11,5.6,5.5,5.6,5.4,40260.0,1.83,5.5,5.6,5.542857142857144,5.223333333333333,0.09999999999999964,0.1999999999999993,72.72727272727273,1.8181818181818077,0.07867957924695068
2012-06-12,5.7,5.6,5.8,5.5,78980.0,2.33,5.6,5.5,5.5857142857142845,5.25,0.10000000000000053,0.2999999999999998,72.72727272727273,1.7857142857143016,0.06900655593424422
2012-06-13,5.9,5.7,6.0,5.7,57240.0,4.04,5.7,5.6,5.642857142857143,5.28,0.20000000000000018,0.2999999999999998,83.33333333333339,3.5087719298245723,0.12724180205607613
2012-06-14,5.9,5.9,6.0,5.8,35040.0,0.0,5.9,5.7,5.685714285714286,5.3100000000000005,0.0,0.20000000000000018,81.81818181818187,0.0,0.1573591584938938
2012-06-15,6.5,5.9,6.6,5.9,65640.0,9.24,5.9,5.9,5.814285714285715,5.3566666666666665,0.5999999999999996,0.6999999999999993,87.50000000000003,10.169491525423723,0.338765264987287
2012-06-16,6.4,6.5,6.6,6.3,78200.0,-1.54,6.5,5.9,5.928571428571429,5.4,-0.09999999999999964,0.2999999999999998,82.35294117647064,-1.538461538461533,0.38606685826113246
2012-06-17,6.2,6.4,6.5,6.1,48800.0,-3.75,6.4,6.5,6.028571428571429,5.4366666666666665,-0.20000000000000018,0.40000000000000036,77.7777777777778,-3.125,0.3450327796711807
2012-06-18,6.3,6.2,6.4,6.0,46830.0,2.44,6.2,6.4,6.128571428571428,5.4766666666666675,0.09999999999999964,0.40000000000000036,77.7777777777778,1.6129032258064502,0.2984084768360673
2012-06-19,6.5,6.3,6.5,6.3,43880.0,3.01,6.3,6.2,6.242857142857143,5.523333333333334,0.20000000000000018,0.20000000000000018,78.94736842105264,3.1746031746031855,0.25727509827124595
2012-06-20,6.7,6.5,6.7,6.4,64069.99999999999,2.62,6.5,6.3,6.357142857142857,5.576666666666667,0.20000000000000018,0.2999999999999998,80.00000000000001,3.076923076923088,0.2572750982712469
2012-06-21,6.7,6.7,6.8,6.6,51940.0,0.0,6.7,6.5,6.471428571428571,5.629999999999999,0.0,0.20000000000000018,78.94736842105266,0.0,0.18898223650462417
2012-06-22,6.6,6.7,6.8,6.4,56820.0,-1.95,6.7,6.7,6.485714285714286,5.680000000000001,-0.10000000000000053,0.39999999999999947,75.0,-1.4925373134328401,0.19518001458971698
2012-06-23,6.4,6.6,6.7,6.4,20120.0,-1.83,6.6,6.7,6.485714285714286,5.723333333333333,-0.1999999999999993,0.2999999999999998,68.1818181818182,-3.0303030303030165,0.19518001458971698
2012-06-24,6.3,6.4,6.5,6.3,33950.0,-1.24,6.4,6.6,6.5,5.760000000000001,-0.10000000000000053,0.20000000000000018,68.18181818181817,-1.562500000000011,0.1732050807568996
2012-06-25,6.3,6.3,6.4,6.2,62640.0,0.0,6.3,6.4,6.5,5.8,0.0,0.20000000000000018,66.66666666666666,0.0,0.1732050807568996
2012-06-26,6.4,6.3,6.5,6.3,48740.0,1.9,6.3,6.3,6.485714285714286,5.843333333333333,0.10000000000000053,0.20000000000000018,66.66666666666666,1.5873015873016039,0.17728105208559508
2012-06-27,6.7,6.4,6.7,6.4,41980.0,3.58,6.4,6.3,6.485714285714286,5.8966666666666665,0.2999999999999998,0.2999999999999998,68.18181818181817,4.6875,0.17728105208559508
2012-06-28,6.6,6.7,6.7,6.5,42820.0,0.0,6.7,6.4,6.471428571428572,5.943333333333333,-0.10000000000000053,0.20000000000000018,65.21739130434781,-1.4925373134328401,0.16035674514746706
2012-06-29,6.7,6.6,6.7,6.5,26300.0,0.0,6.6,6.7,6.485714285714286,5.996666666666666,0.10000000000000053,0.20000000000000018,55.55555555555556,1.5151515151515138,0.17728105208559508
2012-06-30,6.7,6.7,6.7,6.6,20590.0,0.0,6.7,6.6,6.528571428571429,6.046666666666667,0.0,0.10000000000000053,58.823529411764696,0.0,0.1889822365046248
2012-07-01,6.6,6.7,6.7,6.5,20580.0,-0.9,6.7,6.7,6.571428571428571,6.09,-0.10000000000000053,0.20000000000000018,62.499999999999964,-1.4925373134328401,0.16035674514746837
2012-07-02,6.8,6.6,6.8,6.6,32360.0,1.96,6.6,6.7,6.642857142857143,6.140000000000001,0.20000000000000018,0.20000000000000018,64.70588235294116,3.0303030303030276,0.12724180205608887
2012-07-03,6.4,6.8,6.8,6.4,71070.0,-4.59,6.8,6.6,6.642857142857143,6.179999999999999,-0.39999999999999947,0.39999999999999947,47.36842105263159,-5.88235294117646,0.12724180205608887
2012-07-04,6.5,6.4,6.6,6.4,33480.0,0.93,6.4,6.8,6.614285714285714,6.22,0.09999999999999964,0.1999999999999993,44.44444444444444,1.5625,0.13451854182692682
2012-07-05,6.7,6.5,6.8,6.5,45350.0,2.46,6.5,6.4,6.628571428571428,6.263333333333334,0.20000000000000018,0.2999999999999998,50.0,3.076923076923088,0.13801311186848766
2012-07-06,6.7,6.7,6.7,6.6,43190.0,0.0,6.7,6.5,6.628571428571429,6.303333333333333,0.0,0.10000000000000053,52.63157894736843,0.0,0.13801311186848766
2012-07-07,6.8,6.7,6.9,6.6,37990.0,1.65,6.7,6.7,6.642857142857143,6.343333333333334,0.09999999999999964,0.3000000000000007,61.111111111111086,1.4925373134328401,0.15118578920370646
2012-07-08,6.8,6.8,6.9,6.7,18220.0,0.0,6.8,6.7,6.671428571428571,6.383333333333334,0.0,0.20000000000000018,64.70588235294117,0.0,0.1603567451474697
2012-07-09,7.0,6.8,7.1,6.7,61640.0,3.24,6.8,6.8,6.7,6.429999999999999,0.20000000000000018,0.39999999999999947,68.42105263157895,2.941176470588247,0.20000000000001253
2012-07-10,7.2,7.0,7.3,7.0,70070.0,2.56,7.0,6.8,6.814285714285715,6.486666666666666,0.20000000000000018,0.2999999999999998,69.99999999999999,2.857142857142869,0.22677868380554886
2012-07-11,7.2,7.2,7.3,7.0,41890.0,0.0,7.2,7.0,6.9142857142857155,6.54,0.0,0.2999999999999998,64.70588235294117,0.0,0.21930626551752738
2012-07-12,7.8,7.2,7.9,7.1,64620.00000000001,8.53,7.2,7.2,7.071428571428571,6.61,0.5999999999999996,0.8000000000000007,77.27272727272728,8.333333333333325,0.37733400639348547
2012-07-13,7.7,7.8,7.8,7.4,65470.0,-1.16,7.8,7.2,7.214285714285714,6.67,-0.09999999999999964,0.39999999999999947,72.72727272727273,-1.2820512820512775,0.40178174601215816
2012-07-14,7.5,7.7,7.7,7.5,16010.000000000002,-1.69,7.7,7.8,7.314285714285715,6.723333333333333,-0.20000000000000018,0.20000000000000018,66.66666666666666,-2.5974025974025983,0.3670993118515913
2012-07-15,7.6,7.5,7.7,7.4,26980.0,1.06,7.5,7.7,7.428571428571429,6.76,0.09999999999999964,0.2999999999999998,70.83333333333334,1.3333333333333197,0.29840847683607524
2012-07-16,8.5,7.6,8.6,7.6,103400.0,11.55,7.6,7.5,7.642857142857143,6.829999999999999,0.9000000000000004,1.0,77.4193548387097,11.842105263157897,0.44293394111366574
2012-07-17,8.8,8.5,9.5,7.3,210800.0,3.53,8.5,7.6,7.871428571428572,6.916666666666667,0.3000000000000007,2.2,90.0,3.529411764705892,0.5707138387268131
2012-07-18,9.1,8.8,9.4,8.5,105950.0,3.52,8.8,8.5,8.142857142857142,7.01,0.29999999999999893,0.9000000000000004,90.625,3.409090909090895,0.6451282633635627
2012-07-19,8.9,9.1,9.2,8.8,48250.0,-2.63,9.1,8.8,8.3,7.09,-0.1999999999999993,0.3999999999999986,84.37500000000001,-2.19780219780219,0.6806859285554127
2012-07-20,8.5,8.9,8.9,7.6,154660.0,-3.95,8.9,9.1,8.414285714285715,7.15,-0.40000000000000036,1.3000000000000007,75.0,-4.49438202247191,0.628300807545173
2012-07-21,8.9,8.5,9.7,8.0,139910.0,3.87,8.5,8.9,8.614285714285716,7.223333333333334,0.40000000000000036,1.6999999999999993,76.92307692307693,4.705882352941182,0.4980915960897669
2012-07-22,8.4,8.9,9.0,8.3,30070.0,-4.97,8.9,8.5,8.72857142857143,7.283333333333333,-0.5,0.6999999999999993,68.18181818181819,-5.61797752808989,0.2627691364061491
2012-07-23,8.4,8.4,9.2,7.8,146400.0,0.0,8.4,8.9,8.714285714285714,7.35,0.0,1.3999999999999995,66.66666666666667,0.0,0.2794552524023341
2012-07-24,8.6,8.4,8.9,8.3,40950.0,1.78,8.4,8.4,8.685714285714285,7.426666666666667,0.1999999999999993,0.5999999999999996,66.66666666666666,2.3809523809523725,0.2794552524023336
2012-07-25,8.8,8.6,8.9,8.4,64720.0,2.33,8.6,8.4,8.642857142857144,7.51,0.20000000000000107,0.5,68.18181818181819,2.3255813953488413,0.22253945610570516
2012-07-26,8.9,8.8,8.9,8.6,32380.000000000004,1.14,8.8,8.6,8.642857142857142,7.593333333333334,0.09999999999999964,0.3000000000000007,64.10256410256412,1.1363636363636243,0.22253945610570516
2012-07-27,8.9,8.9,8.9,8.8,26670.0,0.0,8.9,8.8,8.7,7.666666666666667,0.0,0.09999999999999964,65.78947368421052,0.0,0.2309401076758808
2012-07-28,8.9,8.9,8.9,8.7,16170.000000000002,0.0,8.9,8.9,8.700000000000001,7.743333333333334,0.0,0.20000000000000107,69.44444444444446,0.0,0.2309401076758808
2012-07-29,8.7,8.9,8.9,8.7,11460.0,-2.02,8.9,8.9,8.742857142857144,7.8100000000000005,-0.20000000000000107,0.20000000000000107,64.86486486486487,-2.2471910112359716,0.1902379462423067
2012-07-30,9.1,8.7,9.1,8.7,51260.0,4.48,8.7,8.9,8.842857142857143,7.89,0.40000000000000036,0.40000000000000036,59.374999999999986,4.597701149425282,0.16183471874258556
2012-07-31,9.4,9.1,9.4,9.1,70170.0,2.75,9.1,8.7,8.957142857142857,7.983333333333333,0.3000000000000007,0.3000000000000007,59.374999999999986,3.296703296703307,0.22990681342048086
2012-08-01,9.6,9.4,9.6,9.1,68700.0,2.14,9.4,9.1,9.071428571428571,8.076666666666666,0.1999999999999993,0.5,58.06451612903225,2.127659574468077,0.3199702367111209
2012-08-02,10.5,9.6,11.0,9.4,126690.0,10.26,9.6,9.4,9.299999999999999,8.213333333333333,0.9000000000000004,1.5999999999999996,71.05263157894734,9.375,0.6137317546507494
2012-08-03,11.0,10.5,11.1,10.3,61640.0,4.18,10.5,9.6,9.6,8.363333333333333,0.5,0.7999999999999989,82.05128205128203,4.761904761904767,0.8524474568363088
2012-08-04,11.0,11.0,11.3,10.5,52320.0,0.0,11.0,10.5,9.9,8.506666666666666,0.0,0.8000000000000007,79.99999999999997,0.0,0.9309493362512773
2012-08-05,10.9,11.0,11.3,10.1,67280.0,-1.0,11.0,11.0,10.214285714285714,8.646666666666668,-0.09999999999999964,1.200000000000001,90.32258064516127,-0.9090909090909038,0.8234653836654389
2012-08-06,10.9,10.9,11.2,10.6,51640.0,0.0,10.9,11.0,10.471428571428572,8.783333333333333,0.0,0.5999999999999996,90.32258064516127,0.0,0.6872997543874034
2012-08-07,11.1,10.9,11.1,10.6,41650.0,2.21,10.9,10.9,10.714285714285714,8.926666666666668,0.1999999999999993,0.5,90.32258064516127,1.83486238532109,0.5273473599964953
2012-08-08,11.1,11.1,11.1,10.9,31320.0,0.0,11.1,10.9,10.928571428571429,9.063333333333333,0.0,0.1999999999999993,89.65517241379308,0.0,0.20586634591644523
2012-08-09,11.1,11.1,12.0,10.8,101880.0,0.0,11.1,11.1,11.014285714285716,9.193333333333333,0.0,1.1999999999999993,89.28571428571426,0.0,0.08997354108445528
2012-08-10,11.4,11.1,11.6,11.0,63600.0,2.98,11.1,11.1,11.071428571428571,9.333333333333334,0.3000000000000007,0.5999999999999996,90.32258064516127,2.7027027027027195,0.17043362064938328
2012-08-11,11.5,11.4,11.6,11.4,21790.0,1.05,11.4,11.1,11.142857142857142,9.456666666666667,0.09999999999999964,0.1999999999999993,90.62499999999997,0.8771929824561431,0.22990681342053054
2012-08-12,11.6,11.5,11.8,11.4,30340.0,0.96,11.5,11.4,11.242857142857144,9.586666666666668,0.09999999999999964,0.40000000000000036,96.7741935483871,0.8695652173912993,0.25727509827132
2012-08-13,12.0,11.6,12.1,11.5,54040.0,3.61,11.6,11.5,11.4,9.736666666666668,0.40000000000000036,0.5999999999999996,96.7741935483871,3.4482758620689724,0.33665016461213343
2012-08-14,12.2,12.0,12.3,11.9,44020.0,1.25,12.0,11.6,11.557142857142859,9.889999999999999,0.1999999999999993,0.40000000000000036,96.66666666666667,1.6666666666666607,0.41975049278174903
2012-08-15,13.3,12.2,13.3,12.2,57560.0,8.7,12.2,12.0,11.871428571428572,10.05,1.1000000000000014,1.1000000000000014,97.43589743589745,9.016393442622972,0.7296444013223163
2012-08-16,13.5,13.3,13.8,12.5,96600.0,1.89,13.3,12.2,12.214285714285714,10.206666666666667,0.1999999999999993,1.3000000000000007,96.87500000000001,1.5037593984962294,0.8591246929842551
2012-08-17,11.6,13.5,15.4,10.6,221030.0,-14.22,13.5,13.3,12.242857142857144,10.29,-1.9000000000000004,4.800000000000001,56.52173913043478,-14.074074074074073,0.8303757038376439
2012-08-18,11.6,11.6,12.9,11.0,88050.0,0.0,11.6,13.5,12.257142857142858,10.379999999999999,0.0,1.9000000000000004,56.52173913043478,0.0,0.8162049229149071
2012-08-19,8.0,11.6,11.6,7.6,238860.0,-31.09,11.6,11.6,11.742857142857142,10.363333333333333,-3.5999999999999996,4.0,32.09876543209876,-31.034482758620683,1.8182932866263695
2012-08-20,10.1,8.0,10.5,7.8,192500.0,26.25,8.0,11.6,11.471428571428572,10.403333333333334,2.0999999999999996,2.7,46.07843137254902,26.249999999999996,1.9128637220271771
2012-08-21,9.9,10.1,10.3,9.7,72080.0,-1.78,10.1,8.0,11.142857142857142,10.453333333333335,-0.1999999999999993,0.6000000000000014,44.117647058823536,-1.9801980198019709,1.9637185328326765
2012-08-22,9.8,9.9,10.1,9.6,67510.0,-1.11,9.9,10.1,10.642857142857142,10.5,-0.09999999999999964,0.5,43.689320388349515,-1.0101010101010055,1.7577041302573784
2012-08-23,10.1,9.8,10.3,9.7,56020.0,2.96,9.8,9.9,10.157142857142857,10.55,0.29999999999999893,0.6000000000000014,45.283018867924525,3.0612244897959107,1.225910740167153
2012-08-24,10.6,10.1,10.6,9.9,92080.0,4.95,10.1,9.8,10.014285714285714,10.610000000000001,0.5,0.6999999999999993,46.2962962962963,4.950495049504955,1.0792413561210197
2012-08-25,10.5,10.6,10.6,10.2,40230.0,-0.75,10.6,10.1,9.857142857142858,10.663333333333332,-0.09999999999999964,0.40000000000000036,45.370370370370374,-0.9433962264150941,0.8695921320886636
2012-08-26,10.6,10.5,10.6,10.4,26330.0,0.86,10.5,10.6,10.228571428571428,10.72,0.09999999999999964,0.1999999999999993,45.370370370370374,0.952380952380949,0.3352326839390617
2012-08-27,10.9,10.6,12.1,10.5,175120.0,3.2,10.6,10.5,10.342857142857143,10.786666666666667,0.3000000000000007,1.5999999999999996,44.859813084112155,2.8301886792452935,0.4117326918327537
2012-08-28,10.9,10.9,11.2,10.5,54880.0,0.0,10.9,10.6,10.485714285714286,10.859999999999998,0.0,0.6999999999999993,43.80952380952382,0.0,0.40590873945006695
2012-08-29,10.9,10.9,11.1,10.6,53650.0,0.0,10.9,10.9,10.642857142857142,10.92,0.0,0.5,37.23404255319148,0.0,0.2935821455581313
2012-08-30,10.8,10.9,10.9,10.6,30870.0,-1.28,10.9,10.9,10.742857142857142,10.966666666666667,-0.09999999999999964,0.3000000000000007,35.48387096774192,-0.917431192660545,0.17182493859696263
2012-08-31,10.2,10.8,10.8,9.7,67790.0,-5.75,10.8,10.9,10.685714285714285,10.986666666666668,-0.6000000000000014,1.1000000000000014,41.24999999999999,-5.55555555555557,0.2672612419124993
2012-09-01,10.0,10.2,10.3,9.8,23380.0,-1.87,10.2,10.8,10.614285714285714,10.97,-0.1999999999999993,0.5,40.24390243902439,-1.9607843137254832,0.37161167647865617
2012-09-02,10.2,10.0,10.4,9.7,25060.0,2.31,10.0,10.2,10.557142857142859,10.943333333333333,0.1999999999999993,0.7000000000000011,72.91666666666667,2.0000000000000018,0.4035556254807777
2012-09-03,10.5,10.2,10.6,10.1,22930.0,3.24,10.2,10.0,10.5,10.926666666666668,0.3000000000000007,0.5,56.66666666666668,2.941176470588247,0.37416573867744546
2012-09-04,10.4,10.5,10.5,10.1,34880.0,-1.42,10.5,10.2,10.428571428571429,10.909999999999998,-0.09999999999999964,0.40000000000000036,58.62068965517242,-0.952380952380949,0.33022358947788216
2012-09-05,11.0,10.4,11.2,10.3,60770.0,5.97,10.4,10.5,10.442857142857141,10.913333333333332,0.5999999999999996,0.8999999999999986,67.64705882352942,5.769230769230771,0.35523298860116304
2012-09-06,11.2,11.0,11.3,10.6,67050.0,1.64,11.0,10.4,10.5,10.916666666666666,0.1999999999999993,0.7000000000000011,66.66666666666666,1.8181818181818077,0.44347115652171193
2012-09-07,11.0,11.2,11.2,10.9,35540.0,-1.61,11.2,11.0,10.614285714285714,10.913333333333334,-0.1999999999999993,0.29999999999999893,56.66666666666668,-1.7857142857142794,0.45617456975951337
2012-09-08,11.0,11.0,11.1,10.8,24250.0,0.0,11.0,11.2,10.757142857142856,10.91,0.0,0.29999999999999893,58.62068965517242,0.0,0.38234863173616385
2012-09-09,11.0,11.0,11.1,10.9,14030.0,0.0,11.0,11.0,10.87142857142857,10.896666666666668,0.0,0.1999999999999993,57.14285714285715,0.0,0.2984084768361325
2012-09-10,11.2,11.0,11.2,10.9,42290.0,1.36,11.0,11.0,10.971428571428572,10.886666666666667,0.1999999999999993,0.29999999999999893,55.555555555555536,1.8181818181818077,0.2690370836538989
2012-09-11,11.3,11.2,11.4,10.9,64950.0,1.43,11.2,11.0,11.1,10.876666666666667,0.10000000000000142,0.5,57.14285714285715,0.8928571428571619,0.12909944487375166
2012-09-12,11.4,11.3,11.4,10.8,58630.0,0.0,11.3,11.2,11.157142857142857,10.856666666666666,0.09999999999999964,0.5999999999999996,58.62068965517242,0.8849557522123908,0.16183471874267571
2012-09-13,11.4,11.4,11.4,11.2,20570.0,0.0,11.4,11.3,11.185714285714285,10.83,0.0,0.20000000000000107,60.714285714285715,0.0,0.18644544714728176
2012-09-14,11.7,11.4,11.8,11.3,43260.0,2.37,11.4,11.4,11.285714285714286,10.776666666666667,0.29999999999999893,0.5,80.00000000000004,2.631578947368407,0.24784787961291385
2012-09-15,11.8,11.7,11.8,11.6,16270.0,0.69,11.7,11.4,11.4,10.719999999999999,0.10000000000000142,0.20000000000000107,87.50000000000003,0.8547008547008739,0.2768874620973543
2012-09-16,11.9,11.8,12.0,11.7,30300.0,1.02,11.8,11.7,11.528571428571428,10.73,0.09999999999999964,0.3000000000000007,86.95652173913048,0.8474576271186418,0.2690370836539092
2012-09-17,11.9,11.9,12.0,11.8,26610.0,0.0,11.9,11.8,11.628571428571428,10.74,0.0,0.1999999999999993,85.00000000000004,0.0,0.25634797778475793
2012-09-18,12.3,11.9,12.4,11.8,40950.0,3.03,11.9,11.9,11.771428571428572,10.883333333333333,0.40000000000000036,0.5999999999999996,91.30434782608698,3.3613445378151363,0.3147183169878578
2012-09-19,12.6,12.3,12.7,12.1,41880.0,2.61,12.3,11.9,11.942857142857141,10.966666666666667,0.29999999999999893,0.5999999999999996,90.00000000000003,2.4390243902439046,0.39520940802380755
2012-09-20,12.3,12.6,12.7,12.3,32570.0,-2.31,12.6,12.3,12.071428571428571,11.046666666666665,-0.29999999999999893,0.3999999999999986,76.19047619047625,-2.3809523809523725,0.3302235894779057
2012-09-21,12.4,12.3,12.5,12.0,35840.0,0.73,12.3,12.6,12.171428571428573,11.133333333333333,0.09999999999999964,0.5,85.00000000000004,0.8130081300812941,0.3039423504235738
2012-09-22,12.2,12.4,12.4,12.1,14990.0,-1.05,12.4,12.3,12.22857142857143,11.203333333333335,-0.20000000000000107,0.3000000000000007,77.27272727272727,-1.6129032258064613,0.25634797778476914
